tweetDate,content,twitterProfile,tweetUrl,timestamp,query
Sat Jul 01 13:35:15 +0000 2023,"Hey .@elonmusk 
As we said, we are law-abiding volunteers fighting for #50sWomen's rights.
Restrictive practices aka #CancelCulture at work?
Come on!
You're better than that? https://t.co/GLMCsyJkwM",https://twitter.com/Hawkins2Mac,https://twitter.com/Hawkins2Mac/status/1675135983493304322,2023-07-03T00:42:31.320Z,#cancelculture
Sat Jul 01 23:01:11 +0000 2023,"The Naming Commission removed this great work of art from West Point. There are 100s of panels that tell America's story.

Can you spot how this ""honors the CSA?""

Put your answer in the comments!
#history #cancelculture #military https://t.co/GiBKbUQX4y",https://twitter.com/Jeff_Davis1808,https://twitter.com/Jeff_Davis1808/status/1675278402952077313,2023-07-03T00:42:31.320Z,#cancelculture
Tue Jun 27 22:12:01 +0000 2023,"The Psychology Behind…
Virtue Signaling and Cancel Culture
#virtue #VirtueSignaling #cancel #CancelCulture https://t.co/TEt3N8LABJ",https://twitter.com/JuanRicardoDiaz,https://twitter.com/JuanRicardoDiaz/status/1673816480268578818,2023-07-03T00:42:31.320Z,#cancelculture
Sun Jul 02 18:08:36 +0000 2023,"This is absolutely disgusting!
I can see Meghan Markle saying the same Woke BS at her Father's funeral if she went!
""If you haven't got anything nice to say, then don't say anything at all""
#disrespect #CancelCulture #woke #funeral #fatherdaughter #meghanmarkle #WokeMindVirus https://t.co/6on29u8fAM",https://twitter.com/JasonTurner1966,https://twitter.com/JasonTurner1966/status/1675567162826653699,2023-07-03T00:42:31.320Z,#cancelculture
Sun Jul 02 02:27:39 +0000 2023,It is not the job of the person on the screen that THEY sat you in front of. @theadammcintyre @PopCult #colleenballinger #cancelculture https://t.co/rYViJ6gcpp,https://twitter.com/ChaoticKitt,https://twitter.com/ChaoticKitt/status/1675330362380021766,2023-07-03T00:42:31.320Z,#cancelculture
Sat Jul 01 10:24:16 +0000 2023,"You are a #woke prat though who gets excited at #pronouns so they probably offered you a reach around as well.
#NigelFarage #CancelCulture",https://twitter.com/BritisherPaz49,https://twitter.com/BritisherPaz49/status/1675087919256682496,2023-07-03T00:42:31.320Z,#cancelculture
Sun Jul 02 00:41:35 +0000 2023,"Impartial journalism my hairy arse! 
#NigelFarage #YorkshireBuildingSociety #BarclaysBank #CancelCulture",https://twitter.com/BritisherPaz49,https://twitter.com/BritisherPaz49/status/1675303670722732032,2023-07-03T00:42:31.320Z,#cancelculture
Fri Jun 30 16:07:00 +0000 2023,#CancelCulture https://t.co/AvP3gR8Xip,https://twitter.com/goemanpj,https://twitter.com/goemanpj/status/1674811782991605760,2023-07-03T00:42:31.320Z,#cancelculture
Fri Jun 30 14:40:13 +0000 2023,"WEF want to end the human race and replace it with genetic engineering and artificial intelligence (AI).
🚫 #cancelculture https://t.co/ssYUH2hI1p",https://twitter.com/NMK7714,https://twitter.com/NMK7714/status/1674789942810284051,2023-07-03T00:42:31.320Z,#cancelculture
Fri Jun 30 17:04:21 +0000 2023,"FM #Lavrov: #US and West in general have a knack for cancelling everything that fails to meet their interests. The #cancelculture phenomenon is another example of how they cancel contemporary history, in particular when dealing with periods leading to conflict or crisis. https://t.co/sc0S3XaiwG",https://twitter.com/RussianEmbassy,https://twitter.com/RussianEmbassy/status/1674826216048672776,2023-07-03T00:42:31.320Z,#cancelculture
